xflr5 v6.62

 Calculated polar for: NACA 0012 AIRFOILS

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 14.000, 1.3143, 0.02866, 0.02397, 0.0296,0.0145,1.0000,-8.5718, 0.0000, 0.0000, 0.0000, 0.2104
 14.500, 1.3355, 0.03101, 0.02646, 0.0312,0.0143,1.0000,-8.9670, 0.0000, 0.0000, 0.0000, 0.2086
 15.000, 1.3542, 0.03390, 0.02949, 0.0319,0.0140,1.0000,-9.3859, 0.0000, 0.0000, 0.0000, 0.2074
 15.500, 1.3664, 0.03788, 0.03365, 0.0317,0.0136,1.0000,-9.7515, 0.0000, 0.0000, 0.0000, 0.2067
 16.000, 1.3680, 0.04357, 0.03954, 0.0302,0.0132,1.0000,-10.0217, 0.0000, 0.0000, 0.0000, 0.2067
 16.500, 1.3594, 0.05131, 0.04751, 0.0269,0.0128,1.0000,-10.1885, 0.0000, 0.0000, 0.0000, 0.2078
 17.000, 1.3374, 0.06141, 0.05787, 0.0220,0.0126,1.0000,-10.2185, 0.0000, 0.0000, 0.0000, 0.2099
 17.500, 1.3021, 0.07416, 0.07089, 0.0155,0.0124,1.0000,-10.0958, 0.0000, 0.0000, 0.0000, 0.2133
 18.000, 1.2539, 0.08955, 0.08656, 0.0075,0.0124,1.0000,-9.8080, 0.0000, 0.0000, 0.0000, 0.2180
 18.500, 1.1976, 0.10706, 0.10434,-0.0017,0.0123,1.0000,-9.3814, 0.0000, 0.0000, 0.0000, 0.2243
 19.000, 1.1369, 0.12651, 0.12406,-0.0121,0.0123,1.0000,-8.8247, 0.0000, 0.0000, 0.0000, 0.2327
 19.500, 1.0590, 0.15061, 0.14846,-0.0253,0.0123,1.0000,-7.9292, 0.0000, 0.0000, 0.0000, 0.2453


